pax,group,session,trial,rt,item,age
sub-control006,control,T0,trial13,917.7594085111186,item3,6.853458836353898
sub-control006,control,T0,trial14,944.5200189544951,item3,6.853458836353898
sub-control006,control,T0,trial15,937.3760826416462,item3,6.853458836353898
sub-control006,control,T0,trial16,956.6358378554003,item4,6.853458836353898
sub-control006,control,T0,trial17,934.5283398556948,item4,6.853458836353898
sub-control006,control,T0,trial18,964.1465194582709,item4,6.853458836353898
sub-control006,control,T0,trial19,934.0532993491489,item4,6.853458836353898
sub-control006,control,T0,trial20,934.3424662735848,item4,6.853458836353898
sub-control006,control,T1,trial1,833.5517407099328,item1,6.853458836353898
sub-control006,control,T1,trial2,861.3910403850599,item1,6.853458836353898
sub-control006,control,T1,trial3,825.1292673637723,item1,6.853458836353898
sub-control006,control,T1,trial4,828.8663338711157,item1,6.853458836353898
sub-control006,control,T1,trial5,874.0291628606151,item1,6.853458836353898
sub-control006,control,T1,trial6,818.0757932534142,item2,6.853458836353898
sub-control006,control,T1,trial7,817.4892482877974,item2,6.853458836353898
sub-control006,control,T1,trial8,839.761221163545,item2,6.853458836353898
sub-control006,control,T1,trial9,790.7255695351552,item2,6.853458836353898
sub-control006,control,T1,trial10,822.7509593977942,item2,6.853458836353898
sub-control006,control,T1,trial11,813.8181687986031,item3,6.853458836353898
sub-control006,control,T1,trial12,781.0228496567831,item3,6.853458836353898
sub-control006,control,T1,trial13,797.827124685432,item3,6.853458836353898
sub-control006,control,T1,trial14,824.5877351288084,item3,6.853458836353898
sub-control006,control,T1,trial15,817.4437988159596,item3,6.853458836353898
sub-control006,control,T1,trial16,836.7035540297136,item4,6.853458836353898
sub-control006,control,T1,trial17,814.5960560300081,item4,6.853458836353898
sub-control006,control,T1,trial18,844.2142356325842,item4,6.853458836353898
sub-control006,control,T1,trial19,814.1210155234622,item4,6.853458836353898
sub-control006,control,T1,trial20,814.4101824478981,item4,6.853458836353898
sub-test006,test,T0,trial1,955.8908030317409,item1,14.892860539474421
sub-test006,test,T0,trial2,983.730102706868,item1,14.892860539474421
sub-test006,test,T0,trial3,947.4683296855804,item1,14.892860539474421
sub-test006,test,T0,trial4,951.2053961929238,item1,14.892860539474421
sub-test006,test,T0,trial5,996.3682251824232,item1,14.892860539474421
sub-test006,test,T0,trial6,940.4148555752223,item2,14.892860539474421
sub-test006,test,T0,trial7,939.8283106096055,item2,14.892860539474421
sub-test006,test,T0,trial8,962.1002834853531,item2,14.892860539474421
sub-test006,test,T0,trial9,913.0646318569633,item2,14.892860539474421
sub-test006,test,T0,trial10,945.0900217196023,item2,14.892860539474421
sub-test006,test,T0,trial11,936.1572311204112,item3,14.892860539474421
sub-test006,test,T0,trial12,903.3619119785913,item3,14.892860539474421
sub-test006,test,T0,trial13,920.1661870072401,item3,14.892860539474421
sub-test006,test,T0,trial14,946.9267974506165,item3,14.892860539474421
sub-test006,test,T0,trial15,939.7828611377677,item3,14.892860539474421
sub-test006,test,T0,trial16,959.0426163515217,item4,14.892860539474421
sub-test006,test,T0,trial17,936.9351183518162,item4,14.892860539474421
sub-test006,test,T0,trial18,966.5532979543923,item4,14.892860539474421
sub-test006,test,T0,trial19,936.4600778452703,item4,14.892860539474421
sub-test006,test,T0,trial20,936.7492447697063,item4,14.892860539474421
sub-test006,test,T1,trial1,684.1117833160872,item1,14.892860539474421
sub-test006,test,T1,trial2,711.9510829912143,item1,14.892860539474421
sub-test006,test,T1,trial3,675.6893099699267,item1,14.892860539474421
sub-test006,test,T1,trial4,679.4263764772701,item1,14.892860539474421
sub-test006,test,T1,trial5,724.5892054667695,item1,14.892860539474421
sub-test006,test,T1,trial6,668.6358358595686,item2,14.892860539474421
sub-test006,test,T1,trial7,668.0492908939518,item2,14.892860539474421
sub-test006,test,T1,trial8,690.3212637696994,item2,14.892860539474421
sub-test006,test,T1,trial9,641.2856121413096,item2,14.892860539474421
sub-test006,test,T1,trial10,673.3110020039486,item2,14.892860539474421
sub-test006,test,T1,trial11,664.3782114047575,item3,14.892860539474421
sub-test006,test,T1,trial12,631.5828922629375,item3,14.892860539474421
sub-test006,test,T1,trial13,648.3871672915864,item3,14.892860539474421
sub-test006,test,T1,trial14,675.1477777349628,item3,14.892860539474421
sub-test006,test,T1,trial15,668.003841422114,item3,14.892860539474421
sub-test006,test,T1,trial16,687.263596635868,item4,14.892860539474421
sub-test006,test,T1,trial17,665.1560986361625,item4,14.892860539474421
sub-test006,test,T1,trial18,694.7742782387386,item4,14.892860539474421
sub-test006,test,T1,trial19,664.6810581296166,item4,14.892860539474421
sub-test006,test,T1,trial20,664.9702250540525,item4,14.892860539474421
sub-control007,control,T0,trial1,953.5072026268201,item1,6.419058521983253
sub-control007,control,T0,trial2,981.3465023019473,item1,6.419058521983253
sub-control007,control,T0,trial3,945.0847292806598,item1,6.419058521983253
sub-control007,control,T0,trial4,948.8217957880031,item1,6.419058521983253
sub-control007,control,T0,trial5,993.9846247775025,item1,6.419058521983253
sub-control007,control,T0,trial6,938.0312551703016,item2,6.419058521983253
sub-control007,control,T0,trial7,937.4447102046848,item2,6.419058521983253
sub-control007,control,T0,trial8,959.7166830804324,item2,6.419058521983253
sub-control007,control,T0,trial9,910.6810314520426,item2,6.419058521983253
sub-control007,control,T0,trial10,942.7064213146816,item2,6.419058521983253
sub-control007,control,T0,trial11,933.7736307154905,item3,6.419058521983253
sub-control007,control,T0,trial12,900.9783115736706,item3,6.419058521983253
sub-control007,control,T0,trial13,917.7825866023194,item3,6.419058521983253
sub-control007,control,T0,trial14,944.5431970456958,item3,6.419058521983253
sub-control007,control,T0,trial15,937.399260732847,item3,6.419058521983253
sub-control007,control,T0,trial16,956.6590159466009,item4,6.419058521983253
sub-control007,control,T0,trial17,934.5515179468955,item4,6.419058521983253
sub-control007,control,T0,trial18,964.1696975494716,item4,6.419058521983253
sub-control007,control,T0,trial19,934.0764774403497,item4,6.419058521983253
sub-control007,control,T0,trial20,934.3656443647856,item4,6.419058521983253
sub-control007,control,T1,trial1,834.0864148787589,item1,6.419058521983253
sub-control007,control,T1,trial2,861.9257145538861,item1,6.419058521983253
sub-control007,control,T1,trial3,825.6639415325985,item1,6.419058521983253
sub-control007,control,T1,trial4,829.4010080399419,item1,6.419058521983253
sub-control007,control,T1,trial5,874.5638370294413,item1,6.419058521983253
sub-control007,control,T1,trial6,818.6104674222404,item2,6.419058521983253
sub-control007,control,T1,trial7,818.0239224566236,item2,6.419058521983253
sub-control007,control,T1,trial8,840.2958953323712,item2,6.419058521983253
sub-control007,control,T1,trial9,791.2602437039814,item2,6.419058521983253
sub-control007,control,T1,trial10,823.2856335666204,item2,6.419058521983253
sub-control007,control,T1,trial11,814.3528429674293,item3,6.419058521983253
sub-control007,control,T1,trial12,781.5575238256093,item3,6.419058521983253
sub-control007,control,T1,trial13,798.3617988542582,item3,6.419058521983253
sub-control007,control,T1,trial14,825.1224092976346,item3,6.419058521983253
sub-control007,control,T1,trial15,817.9784729847858,item3,6.419058521983253
sub-control007,control,T1,trial16,837.2382281985397,item4,6.419058521983253
sub-control007,control,T1,trial17,815.1307301988343,item4,6.419058521983253
sub-control007,control,T1,trial18,844.7489098014104,item4,6.419058521983253
sub-control007,control,T1,trial19,814.6556896922884,item4,6.419058521983253
sub-control007,control,T1,trial20,814.9448566167243,item4,6.419058521983253
sub-test007,test,T0,trial1,956.4978229207748,item1,13.437135116765054
sub-test007,test,T0,trial2,984.337122595902,item1,13.437135116765054
sub-test007,test,T0,trial3,948.0753495746144,item1,13.437135116765054
sub-test007,test,T0,trial4,951.8124160819577,item1,13.437135116765054
sub-test007,test,T0,trial5,996.9752450714572,item1,13.437135116765054
sub-test007,test,T0,trial6,941.0218754642563,item2,13.437135116765054
sub-test007,test,T0,trial7,940.4353304986395,item2,13.437135116765054
sub-test007,test,T0,trial8,962.707303374387,item2,13.437135116765054
sub-test007,test,T0,trial9,913.6716517459972,item2,13.437135116765054
sub-test007,test,T0,trial10,945.6970416086363,item2,13.437135116765054
sub-test007,test,T0,trial11,936.7642510094452,item3,13.437135116765054
sub-test007,test,T0,trial12,903.9689318676252,item3,13.437135116765054
sub-test007,test,T0,trial13,920.773206896274,item3,13.437135116765054
sub-test007,test,T0,trial14,947.5338173396505,item3,13.437135116765054
sub-test007,test,T0,trial15,940.3898810268016,item3,13.437135116765054
sub-test007,test,T0,trial16,959.6496362405555,item4,13.437135116765054
sub-test007,test,T0,trial17,937.5421382408501,item4,13.437135116765054
sub-test007,test,T0,trial18,967.1603178434262,item4,13.437135116765054
sub-test007,test,T0,trial19,937.0670977343043,item4,13.437135116765054
sub-test007,test,T0,trial20,937.3562646587402,item4,13.437135116765054
sub-test007,test,T1,trial1,689.4807272657458,item1,13.437135116765054
sub-test007,test,T1,trial2,717.3200269408729,item1,13.437135116765054
sub-test007,test,T1,trial3,681.0582539195854,item1,13.437135116765054
sub-test007,test,T1,trial4,684.7953204269287,item1,13.437135116765054
sub-test007,test,T1,trial5,729.9581494164281,item1,13.437135116765054
sub-test007,test,T1,trial6,674.0047798092272,item2,13.437135116765054
sub-test007,test,T1,trial7,673.4182348436104,item2,13.437135116765054
sub-test007,test,T1,trial8,695.690207719358,item2,13.437135116765054
sub-test007,test,T1,trial9,646.6545560909682,item2,13.437135116765054
sub-test007,test,T1,trial10,678.6799459536072,item2,13.437135116765054
sub-test007,test,T1,trial11,669.7471553544161,item3,13.437135116765054
sub-test007,test,T1,trial12,636.9518362125962,item3,13.437135116765054
sub-test007,test,T1,trial13,653.756111241245,item3,13.437135116765054
sub-test007,test,T1,trial14,680.5167216846214,item3,13.437135116765054
sub-test007,test,T1,trial15,673.3727853717726,item3,13.437135116765054
sub-test007,test,T1,trial16,692.6325405855266,item4,13.437135116765054
sub-test007,test,T1,trial17,670.5250425858211,item4,13.437135116765054
sub-test007,test,T1,trial18,700.1432221883972,item4,13.437135116765054
sub-test007,test,T1,trial19,670.0500020792753,item4,13.437135116765054
sub-test007,test,T1,trial20,670.3391690037112,item4,13.437135116765054
sub-control008,control,T0,trial1,960.051256966264,item1,7.486747917117041
sub-control008,control,T0,trial2,987.8905566413911,item1,7.486747917117041
sub-control008,control,T0,trial3,951.6287836201035,item1,7.486747917117041
sub-control008,control,T0,trial4,955.3658501274468,item1,7.486747917117041
sub-control008,control,T0,trial5,1000.5286791169463,item1,7.486747917117041
sub-control008,control,T0,trial6,944.5753095097454,item2,7.486747917117041
sub-control008,control,T0,trial7,943.9887645441286,item2,7.486747917117041
sub-control008,control,T0,trial8,966.2607374198761,item2,7.486747917117041
sub-control008,control,T0,trial9,917.2250857914863,item2,7.486747917117041
sub-control008,control,T0,trial10,949.2504756541254,item2,7.486747917117041
sub-control008,control,T0,trial11,940.3176850549343,item3,7.486747917117041
sub-control008,control,T0,trial12,907.5223659131143,item3,7.486747917117041
sub-control008,control,T0,trial13,924.3266409417631,item3,7.486747917117041
sub-control008,control,T0,trial14,951.0872513851396,item3,7.486747917117041
sub-control008,control,T0,trial15,943.9433150722907,item3,7.486747917117041
sub-control008,control,T0,trial16,963.2030702860447,item4,7.486747917117041
sub-control008,control,T0,trial17,941.0955722863392,item4,7.486747917117041
sub-control008,control,T0,trial18,970.7137518889153,item4,7.486747917117041
sub-control008,control,T0,trial19,940.6205317797934,item4,7.486747917117041
sub-control008,control,T0,trial20,940.9096987042293,item4,7.486747917117041
sub-control008,control,T1,trial1,842.2389703464098,item1,7.486747917117041
sub-control008,control,T1,trial2,870.0782700215369,item1,7.486747917117041
sub-control008,control,T1,trial3,833.8164970002493,item1,7.486747917117041
sub-control008,control,T1,trial4,837.5535635075927,item1,7.486747917117041
sub-control008,control,T1,trial5,882.7163924970921,item1,7.486747917117041
sub-control008,control,T1,trial6,826.7630228898912,item2,7.486747917117041
sub-control008,control,T1,trial7,826.1764779242744,item2,7.486747917117041
sub-control008,control,T1,trial8,848.448450800022,item2,7.486747917117041
sub-control008,control,T1,trial9,799.4127991716322,item2,7.486747917117041
sub-control008,control,T1,trial10,831.4381890342712,item2,7.486747917117041
sub-control008,control,T1,trial11,822.5053984350801,item3,7.486747917117041
sub-control008,control,T1,trial12,789.7100792932602,item3,7.486747917117041
sub-control008,control,T1,trial13,806.514354321909,item3,7.486747917117041
sub-control008,control,T1,trial14,833.2749647652854,item3,7.486747917117041
sub-control008,control,T1,trial15,826.1310284524366,item3,7.486747917117041
sub-control008,control,T1,trial16,845.3907836661906,item4,7.486747917117041
sub-control008,control,T1,trial17,823.2832856664851,item4,7.486747917117041
sub-control008,control,T1,trial18,852.9014652690612,item4,7.486747917117041
sub-control008,control,T1,trial19,822.8082451599392,item4,7.486747917117041
sub-control008,control,T1,trial20,823.0974120843752,item4,7.486747917117041
sub-test008,test,T0,trial1,975.090605758244,item1,17.02893709413736
sub-test008,test,T0,trial2,1002.9299054333712,item1,17.02893709413736
sub-test008,test,T0,trial3,966.6681324120837,item1,17.02893709413736
sub-test008,test,T0,trial4,970.405198919427,item1,17.02893709413736
sub-test008,test,T0,trial5,1015.5680279089264,item1,17.02893709413736
sub-test008,test,T0,trial6,959.6146583017255,item2,17.02893709413736
sub-test008,test,T0,trial7,959.0281133361087,item2,17.02893709413736
sub-test008,test,T0,trial8,981.3000862118563,item2,17.02893709413736
sub-test008,test,T0,trial9,932.2644345834665,item2,17.02893709413736
sub-test008,test,T0,trial10,964.2898244461055,item2,17.02893709413736
sub-test008,test,T0,trial11,955.3570338469144,item3,17.02893709413736
sub-test008,test,T0,trial12,922.5617147050945,item3,17.02893709413736
sub-test008,test,T0,trial13,939.3659897337433,item3,17.02893709413736
sub-test008,test,T0,trial14,966.1266001771197,item3,17.02893709413736
sub-test008,test,T0,trial15,958.9826638642709,item3,17.02893709413736
sub-test008,test,T0,trial16,978.2424190780248,item4,17.02893709413736
sub-test008,test,T0,trial17,956.1349210783194,item4,17.02893709413736
sub-test008,test,T0,trial18,985.7531006808955,item4,17.02893709413736
sub-test008,test,T0,trial19,955.6598805717736,item4,17.02893709413736
sub-test008,test,T0,trial20,955.9490474962095,item4,17.02893709413736
sub-test008,test,T1,trial1,713.6897791841291,item1,17.02893709413736
sub-test008,test,T1,trial2,741.5290788592563,item1,17.02893709413736
sub-test008,test,T1,trial3,705.2673058379687,item1,17.02893709413736
sub-test008,test,T1,trial4,709.004372345312,item1,17.02893709413736
sub-test008,test,T1,trial5,754.1672013348115,item1,17.02893709413736
sub-test008,test,T1,trial6,698.2138317276106,item2,17.02893709413736
sub-test008,test,T1,trial7,697.6272867619938,item2,17.02893709413736
sub-test008,test,T1,trial8,719.8992596377414,item2,17.02893709413736
sub-test008,test,T1,trial9,670.8636080093515,item2,17.02893709413736
sub-test008,test,T1,trial10,702.8889978719906,item2,17.02893709413736
sub-test008,test,T1,trial11,693.9562072727995,item3,17.02893709413736
sub-test008,test,T1,trial12,661.1608881309795,item3,17.02893709413736
sub-test008,test,T1,trial13,677.9651631596283,item3,17.02893709413736
sub-test008,test,T1,trial14,704.7257736030048,item3,17.02893709413736
sub-test008,test,T1,trial15,697.5818372901559,item3,17.02893709413736
sub-test008,test,T1,trial16,716.8415925039099,item4,17.02893709413736
sub-test008,test,T1,trial17,694.7340945042044,item4,17.02893709413736
sub-test008,test,T1,trial18,724.3522741067806,item4,17.02893709413736
sub-test008,test,T1,trial19,694.2590539976586,item4,17.02893709413736
sub-test008,test,T1,trial20,694.5482209220945,item4,17.02893709413736
sub-control009,control,T0,trial1,961.7750265450131,item1,7.71291058024024
sub-control009,control,T0,trial2,989.6143262201402,item1,7.71291058024024
sub-control009,control,T0,trial3,953.3525531988527,item1,7.71291058024024
sub-control009,control,T0,trial4,957.089619706196,item1,7.71291058024024
sub-control009,control,T0,trial5,1002.2524486956954,item1,7.71291058024024
sub-control009,control,T0,trial6,946.2990790884945,item2,7.71291058024024
sub-control009,control,T0,trial7,945.7125341228777,item2,7.71291058024024
sub-control009,control,T0,trial8,967.9845069986253,item2,7.71291058024024
sub-control009,control,T0,trial9,918.9488553702355,item2,7.71291058024024
sub-control009,control,T0,trial10,950.9742452328745,item2,7.71291058024024
sub-control009,control,T0,trial11,942.0414546336834,item3,7.71291058024024
sub-control009,control,T0,trial12,909.2461354918635,item3,7.71291058024024
sub-control009,control,T0,trial13,926.0504105205123,item3,7.71291058024024
sub-control009,control,T0,trial14,952.8110209638887,item3,7.71291058024024
sub-control009,control,T0,trial15,945.6670846510399,item3,7.71291058024024
sub-control009,control,T0,trial16,964.9268398647939,item4,7.71291058024024
sub-control009,control,T0,trial17,942.8193418650884,item4,7.71291058024024
sub-control009,control,T0,trial18,972.4375214676645,item4,7.71291058024024
sub-control009,control,T0,trial19,942.3443013585426,item4,7.71291058024024
sub-control009,control,T0,trial20,942.6334682829785,item4,7.71291058024024
sub-control009,control,T1,trial1,845.4342824364046,item1,7.71291058024024
sub-control009,control,T1,trial2,873.2735821115317,item1,7.71291058024024
sub-control009,control,T1,trial3,837.0118090902441,item1,7.71291058024024
sub-control009,control,T1,trial4,840.7488755975875,item1,7.71291058024024
sub-control009,control,T1,trial5,885.9117045870869,item1,7.71291058024024
sub-control009,control,T1,trial6,829.958334979886,item2,7.71291058024024
sub-control009,control,T1,trial7,829.3717900142692,item2,7.71291058024024
sub-control009,control,T1,trial8,851.6437628900168,item2,7.71291058024024
sub-control009,control,T1,trial9,802.608111261627,item2,7.71291058024024
sub-control009,control,T1,trial10,834.633501124266,item2,7.71291058024024
sub-control009,control,T1,trial11,825.7007105250749,item3,7.71291058024024
sub-control009,control,T1,trial12,792.9053913832549,item3,7.71291058024024
sub-control009,control,T1,trial13,809.7096664119038,item3,7.71291058024024
sub-control009,control,T1,trial14,836.4702768552802,item3,7.71291058024024
sub-control009,control,T1,trial15,829.3263405424314,item3,7.71291058024024
sub-control009,control,T1,trial16,848.5860957561854,item4,7.71291058024024
sub-control009,control,T1,trial17,826.4785977564799,item4,7.71291058024024
sub-control009,control,T1,trial18,856.096777359056,item4,7.71291058024024
sub-control009,control,T1,trial19,826.003557249934,item4,7.71291058024024
sub-control009,control,T1,trial20,826.2927241743699,item4,7.71291058024024
sub-test009,test,T0,trial1,976.3190296696964,item1,14.236074842217917
sub-test009,test,T0,trial2,1004.1583293448236,item1,14.236074842217917
sub-test009,test,T0,trial3,967.8965563235361,item1,14.236074842217917
sub-test009,test,T0,trial4,971.6336228308794,item1,14.236074842217917
sub-test009,test,T0,trial5,1016.7964518203788,item1,14.236074842217917
sub-test009,test,T0,trial6,960.8430822131779,item2,14.236074842217917
sub-test009,test,T0,trial7,960.2565372475611,item2,14.236074842217917
sub-test009,test,T0,trial8,982.5285101233087,item2,14.236074842217917
sub-test009,test,T0,trial9,933.4928584949189,item2,14.236074842217917
sub-test009,test,T0,trial10,965.5182483575579,item2,14.236074842217917
sub-test009,test,T0,trial11,956.5854577583668,item3,14.236074842217917
sub-test009,test,T0,trial12,923.7901386165469,item3,14.236074842217917
sub-test009,test,T0,trial13,940.5944136451957,item3,14.236074842217917
sub-test009,test,T0,trial14,967.3550240885721,item3,14.236074842217917
sub-test009,test,T0,trial15,960.2110877757233,item3,14.236074842217917
sub-test009,test,T0,trial16,979.4708429894772,item4,14.236074842217917
sub-test009,test,T0,trial17,957.3633449897718,item4,14.236074842217917
sub-test009,test,T0,trial18,986.9815245923479,item4,14.236074842217917
sub-test009,test,T0,trial19,956.888304483226,item4,14.236074842217917
sub-test009,test,T0,trial20,957.1774714076619,item4,14.236074842217917
sub-test009,test,T1,trial1,716.029505424279,item1,14.236074842217917
sub-test009,test,T1,trial2,743.8688050994061,item1,14.236074842217917
sub-test009,test,T1,trial3,707.60703207811855,item1,14.236074842217917
sub-test009,test,T1,trial4,711.3440985854619,item1,14.236074842217917
sub-test009,test,T1,trial5,756.5069275749613,item1,14.236074842217917
sub-test009,test,T1,trial6,700.5535579677604,item2,14.236074842217917
sub-test009,test,T1,trial7,699.9670130021436,item2,14.236074842217917
sub-test009,test,T1,trial8,722.2389858778912,item2,14.236074842217917
sub-test009,test,T1,trial9,673.2033342495014,item2,14.236074842217917
sub-test009,test,T1,trial10,705.2287241121404,item2,14.236074842217917
sub-test009,test,T1,trial11,696.2959335129493,item3,14.236074842217917
sub-test009,test,T1,trial12,663.5006143711294,item3,14.236074842217917
sub-test009,test,T1,trial13,680.3048893997782,item3,14.236074842217917
sub-test009,test,T1,trial14,707.0654998431546,item3,14.236074842217917
sub-test009,test,T1,trial15,699.9215635303058,item3,14.236074842217917
sub-test009,test,T1,trial16,719.1813187440598,item4,14.236074842217917
sub-test009,test,T1,trial17,697.0738207443543,item4,14.236074842217917
sub-test009,test,T1,trial18,726.6920003469304,item4,14.236074842217917
sub-test009,test,T1,trial19,696.5987802378085,item4,14.236074842217917
sub-test009,test,T1,trial20,696.8879471622444,item4,14.236074842217917
sub-control010,control,T0,trial1,979.9991869292262,item1,7.169612403934403
sub-control010,control,T0,trial2,1007.8384866043534,item1,7.169612403934403
sub-control010,control,T0,trial3,971.5767135830658,item1,7.169612403934403
sub-control010,control,T0,trial4,975.3137800904092,item1,7.169612403934403
sub-control010,control,T0,trial5,1020.4766090799086,item1,7.169612403934403
sub-control010,control,T0,trial6,964.5232394727077,item2,7.169612403934403
sub-control010,control,T0,trial7,963.9366945070909,item2,7.169612403934403
sub-control010,control,T0,trial8,986.2086673828385,item2,7.169612403934403
sub-control010,control,T0,trial9,937.1730157544487,item2,7.169612403934403
sub-control010,control,T0,trial10,969.1984056170877,item2,7.169612403934403
sub-control010,control,T0,trial11,960.2656150178966,item3,7.169612403934403
sub-control010,control,T0,trial12,927.4702958760766,item3,7.169612403934403
sub-control010,control,T0,trial13,944.2745709047255,item3,7.169612403934403
sub-control010,control,T0,trial14,971.0351813481019,item3,7.169612403934403
sub-control010,control,T0,trial15,963.8912450352531,item3,7.169612403934403
sub-control010,control,T0,trial16,983.151000249007,item4,7.169612403934403
sub-control010,control,T0,trial17,961.0435022493016,item4,7.169612403934403
sub-control010,control,T0,trial18,990.6616818518777,item4,7.169612403934403
sub-control010,control,T0,trial19,960.5684617427557,item4,7.169612403934403
sub-control010,control,T0,trial20,960.8576286671916,item4,7.169612403934403
sub-control010,control,T1,trial1,866.9341451979733,item1,7.169612403934403
sub-control010,control,T1,trial2,894.7734448731004,item1,7.169612403934403
sub-control010,control,T1,trial3,858.5116718518128,item1,7.169612403934403
sub-control010,control,T1,trial4,862.2487383591562,item1,7.169612403934403
sub-control010,control,T1,trial5,907.4115673486556,item1,7.169612403934403
sub-control010,control,T1,trial6,851.4581977414547,item2,7.169612403934403
sub-control010,control,T1,trial7,850.8716527758379,item2,7.169612403934403
sub-control010,control,T1,trial8,873.1436256515855,item2,7.169612403934403
sub-control010,control,T1,trial9,824.1079740231957,item2,7.169612403934403
sub-control010,control,T1,trial10,856.1333638858347,item2,7.169612403934403
sub-control010,control,T1,trial11,847.2005732866436,item3,7.169612403934403
sub-control010,control,T1,trial12,814.4052541448236,item3,7.169612403934403
sub-control010,control,T1,trial13,831.2095291734724,item3,7.169612403934403
sub-control010,control,T1,trial14,857.9701396168489,item3,7.169612403934403
sub-control010,control,T1,trial15,850.826203304,item3,7.169612403934403
sub-control010,control,T1,trial16,870.0859585177541,item4,7.169612403934403
sub-control010,control,T1,trial17,847.9784605180486,item4,7.169612403934403
sub-control010,control,T1,trial18,877.5966401206247,item4,7.169612403934403
sub-control010,control,T1,trial19,847.5034200115027,item4,7.169612403934403
sub-control010,control,T1,trial20,847.7925869359386,item4,7.169612403934403
sub-test010,test,T0,trial1,979.0900601498074,item1,12.747763560074558
sub-test010,test,T0,trial2,1006.9293598249346,item1,12.747763560074558
sub-test010,test,T0,trial3,970.667586803647,item1,12.747763560074558
sub-test010,test,T0,trial4,974.4046533109904,item1,12.747763560074558
sub-test010,test,T0,trial5,1019.5674823004898,item1,12.747763560074558
sub-test010,test,T0,trial6,963.6141126932889,item2,12.747763560074558
sub-test010,test,T0,trial7,963.0275677276721,item2,12.747763560074558
sub-test010,test,T0,trial8,985.2995406034197,item2,12.747763560074558
sub-test010,test,T0,trial9,936.2638889750299,item2,12.747763560074558
sub-test010,test,T0,trial10,968.2892788376689,item2,12.747763560074558
sub-test010,test,T0,trial11,959.3564882384778,item3,12.747763560074558
sub-test010,test,T0,trial12,926.5611690966579,item3,12.747763560074558
sub-test010,test,T0,trial13,943.3654441253067,item3,12.747763560074558
sub-test010,test,T0,trial14,970.1260545686831,item3,12.747763560074558
sub-test010,test,T0,trial15,962.9821182558343,item3,12.747763560074558
sub-test010,test,T0,trial16,982.2418734695882,item4,12.747763560074558
sub-test010,test,T0,trial17,960.1343754698828,item4,12.747763560074558
sub-test010,test,T0,trial18,989.7525550724589,item4,12.747763560074558
sub-test010,test,T0,trial19,959.659334963337,item4,12.747763560074558
sub-test010,test,T0,trial20,959.9485018877729,item4,12.747763560074558
sub-test010,test,T1,trial1,719.8914996862638,item1,12.747763560074558
sub-test010,test,T1,trial2,747.730799361391,item1,12.747763560074558
sub-test010,test,T1,trial3,711.4690263401034,item1,12.747763560074558
sub-test010,test,T1,trial4,715.2060928474467,item1,12.747763560074558
sub-test010,test,T1,trial5,760.3689218369461,item1,12.747763560074558
sub-test010,test,T1,trial6,704.4155522297452,item2,12.747763560074558
sub-test010,test,T1,trial7,703.8290072641284,item2,12.747763560074558
sub-test010,test,T1,trial8,726.100980139876,item2,12.747763560074558
sub-test010,test,T1,trial9,677.0653285114862,item2,12.747763560074558
sub-test010,test,T1,trial10,709.0907183741252,item2,12.747763560074558
sub-test010,test,T1,trial11,700.1579277749341,item3,12.747763560074558
sub-test010,test,T1,trial12,667.3626086331142,item3,12.747763560074558
sub-test010,test,T1,trial13,684.166883661763,item3,12.747763560074558
sub-test010,test,T1,trial14,710.9274941051394,item3,12.747763560074558
sub-test010,test,T1,trial15,703.7835577922906,item3,12.747763560074558
sub-test010,test,T1,trial16,723.0433130060446,item4,12.747763560074558
sub-test010,test,T1,trial17,700.9358150063391,item4,12.747763560074558
sub-test010,test,T1,trial18,730.5539946089152,item4,12.747763560074558
sub-test010,test,T1,trial19,700.4607744997933,item4,12.747763560074558
sub-test010,test,T1,trial20,700.7499414242292,item4,12.747763560074558
sub-control011,control,T0,trial1,985.2149845511153,item1,8.197462151190766
sub-control011,control,T0,trial2,1013.0542842262424,item1,8.197462151190766
sub-control011,control,T0,trial3,976.7925112049548,item1,8.197462151190766
sub-control011,control,T0,trial4,980.5295777122982,item1,8.197462151190766
sub-control011,control,T0,trial5,1025.6924067017976,item1,8.197462151190766
sub-control011,control,T0,trial6,969.7390370945967,item2,8.197462151190766
sub-control011,control,T0,trial7,969.1524921289799,item2,8.197462151190766
sub-control011,control,T0,trial8,991.4244650047275,item2,8.197462151190766
sub-control011,control,T0,trial9,942.3888133763377,item2,8.197462151190766
sub-control011,control,T0,trial10,974.4142032389767,item2,8.197462151190766
sub-control011,control,T0,trial11,965.4814126397856,item3,8.197462151190766
sub-control011,control,T0,trial12,932.6860934979657,item3,8.197462151190766
sub-control011,control,T0,trial13,949.4903685266145,item3,8.197462151190766
sub-control011,control,T0,trial14,976.2509789699909,item3,8.197462151190766
sub-control011,control,T0,trial15,969.1070426571421,item3,8.197462151190766
sub-control011,control,T0,trial16,988.3667978708961,item4,8.197462151190766
sub-control011,control,T0,trial17,966.2592998711906,item4,8.197462151190766
sub-control011,control,T0,trial18,995.8774794737667,item4,8.197462151190766
sub-control011,control,T0,trial19,965.7842593646448,item4,8.197462151190766
sub-control011,control,T0,trial20,966.0734262890807,item4,8.197462151190766
sub-control011,control,T1,trial1,872.6013892745443,item1,8.197462151190766
sub-control011,control,T1,trial2,900.4406889496715,item1,8.197462151190766
sub-control011,control,T1,trial3,864.178915928384,item1,8.197462151190766
