pax,group,condition,session,trial,rt
sub-test008,test,B,T0,i4,937.7420238318357
sub-test008,test,B,T0,i5,938.7420238318357
sub-test008,test,B,T0,i6,935.7420238318357
sub-test008,test,B,T0,i7,936.7420238318357
sub-test008,test,B,T0,i8,939.7420238318357
sub-test008,test,B,T0,i9,940.7420238318357
sub-test008,test,B,T0,i10,936.7420238318357
sub-test008,test,B,T0,i11,938.7420238318357
sub-test008,test,B,T0,i12,937.7420238318357
sub-test008,test,B,T0,i13,943.7420238318357
sub-test008,test,B,T0,i14,936.7420238318357
sub-test008,test,B,T0,i15,937.7420238318357
sub-test008,test,B,T0,i16,936.7420238318357
sub-test008,test,B,T0,i17,938.7420238318357
sub-test008,test,B,T0,i18,938.7420238318357
sub-test008,test,B,T0,i19,939.7420238318357
sub-test008,test,B,T0,i20,936.7420238318357
sub-control008,control,A,T1,i1,682.3543917643638
sub-control008,control,A,T1,i2,679.3543917643638
sub-control008,control,A,T1,i3,682.3543917643638
sub-control008,control,A,T1,i4,681.3543917643638
sub-control008,control,A,T1,i5,682.3543917643638
sub-control008,control,A,T1,i6,679.3543917643638
sub-control008,control,A,T1,i7,680.3543917643638
sub-control008,control,A,T1,i8,683.3543917643638
sub-control008,control,A,T1,i9,684.3543917643638
sub-control008,control,A,T1,i10,680.3543917643638
sub-control008,control,A,T1,i11,682.3543917643638
sub-control008,control,A,T1,i12,681.3543917643638
sub-control008,control,A,T1,i13,687.3543917643638
sub-control008,control,A,T1,i14,680.3543917643638
sub-control008,control,A,T1,i15,681.3543917643638
sub-control008,control,A,T1,i16,680.3543917643638
sub-control008,control,A,T1,i17,682.3543917643638
sub-control008,control,A,T1,i18,682.3543917643638
sub-control008,control,A,T1,i19,683.3543917643638
sub-control008,control,A,T1,i20,680.3543917643638
sub-test008,test,A,T1,i1,659.681271046029
sub-test008,test,A,T1,i2,656.681271046029
sub-test008,test,A,T1,i3,659.681271046029
sub-test008,test,A,T1,i4,658.681271046029
sub-test008,test,A,T1,i5,659.681271046029
sub-test008,test,A,T1,i6,656.681271046029
sub-test008,test,A,T1,i7,657.681271046029
sub-test008,test,A,T1,i8,660.681271046029
sub-test008,test,A,T1,i9,661.681271046029
sub-test008,test,A,T1,i10,657.681271046029
sub-test008,test,A,T1,i11,659.681271046029
sub-test008,test,A,T1,i12,658.681271046029
sub-test008,test,A,T1,i13,664.681271046029
sub-test008,test,A,T1,i14,657.681271046029
sub-test008,test,A,T1,i15,658.681271046029
sub-test008,test,A,T1,i16,657.681271046029
sub-test008,test,A,T1,i17,659.681271046029
sub-test008,test,A,T1,i18,659.681271046029
sub-test008,test,A,T1,i19,660.681271046029
sub-test008,test,A,T1,i20,657.681271046029
sub-control008,control,B,T1,i1,860.0165902635996
sub-control008,control,B,T1,i2,857.0165902635996
sub-control008,control,B,T1,i3,860.0165902635996
sub-control008,control,B,T1,i4,859.0165902635996
sub-control008,control,B,T1,i5,860.0165902635996
sub-control008,control,B,T1,i6,857.0165902635996
sub-control008,control,B,T1,i7,858.0165902635996
sub-control008,control,B,T1,i8,861.0165902635996
sub-control008,control,B,T1,i9,862.0165902635996
sub-control008,control,B,T1,i10,858.0165902635996
sub-control008,control,B,T1,i11,860.0165902635996
sub-control008,control,B,T1,i12,859.0165902635996
sub-control008,control,B,T1,i13,865.0165902635996
sub-control008,control,B,T1,i14,858.0165902635996
sub-control008,control,B,T1,i15,859.0165902635996
sub-control008,control,B,T1,i16,858.0165902635996
sub-control008,control,B,T1,i17,860.0165902635996
sub-control008,control,B,T1,i18,860.0165902635996
sub-control008,control,B,T1,i19,861.0165902635996
sub-control008,control,B,T1,i20,858.0165902635996
sub-test008,test,B,T1,i1,662.8709133430522
sub-test008,test,B,T1,i2,659.8709133430522
sub-test008,test,B,T1,i3,662.8709133430522
sub-test008,test,B,T1,i4,661.8709133430522
sub-test008,test,B,T1,i5,662.8709133430522
sub-test008,test,B,T1,i6,659.8709133430522
sub-test008,test,B,T1,i7,660.8709133430522
sub-test008,test,B,T1,i8,663.8709133430522
sub-test008,test,B,T1,i9,664.8709133430522
sub-test008,test,B,T1,i10,660.8709133430522
sub-test008,test,B,T1,i11,662.8709133430522
sub-test008,test,B,T1,i12,661.8709133430522
sub-test008,test,B,T1,i13,667.8709133430522
sub-test008,test,B,T1,i14,660.8709133430522
sub-test008,test,B,T1,i15,661.8709133430522
sub-test008,test,B,T1,i16,660.8709133430522
sub-test008,test,B,T1,i17,662.8709133430522
sub-test008,test,B,T1,i18,662.8709133430522
sub-test008,test,B,T1,i19,663.8709133430522
sub-test008,test,B,T1,i20,660.8709133430522
sub-control009,control,A,T0,i1,795.6059006417381
sub-control009,control,A,T0,i2,792.6059006417381
sub-control009,control,A,T0,i3,795.6059006417381
sub-control009,control,A,T0,i4,794.6059006417381
sub-control009,control,A,T0,i5,795.6059006417381
sub-control009,control,A,T0,i6,792.6059006417381
sub-control009,control,A,T0,i7,793.6059006417381
sub-control009,control,A,T0,i8,796.6059006417381
sub-control009,control,A,T0,i9,797.6059006417381
sub-control009,control,A,T0,i10,793.6059006417381
sub-control009,control,A,T0,i11,795.6059006417381
sub-control009,control,A,T0,i12,794.6059006417381
sub-control009,control,A,T0,i13,800.6059006417381
sub-control009,control,A,T0,i14,793.6059006417381
sub-control009,control,A,T0,i15,794.6059006417381
sub-control009,control,A,T0,i16,793.6059006417381
sub-control009,control,A,T0,i17,795.6059006417381
sub-control009,control,A,T0,i18,795.6059006417381
sub-control009,control,A,T0,i19,796.6059006417381
sub-control009,control,A,T0,i20,793.6059006417381
sub-control009,control,B,T0,i1,968.8342679401457
sub-control009,control,B,T0,i2,965.8342679401457
sub-control009,control,B,T0,i3,968.8342679401457
sub-control009,control,B,T0,i4,967.8342679401457
sub-control009,control,B,T0,i5,968.8342679401457
sub-control009,control,B,T0,i6,965.8342679401457
sub-control009,control,B,T0,i7,966.8342679401457
sub-control009,control,B,T0,i8,969.8342679401457
sub-control009,control,B,T0,i9,970.8342679401457
sub-control009,control,B,T0,i10,966.8342679401457
sub-control009,control,B,T0,i11,968.8342679401457
sub-control009,control,B,T0,i12,967.8342679401457
sub-control009,control,B,T0,i13,973.8342679401457
sub-control009,control,B,T0,i14,966.8342679401457
sub-control009,control,B,T0,i15,967.8342679401457
sub-control009,control,B,T0,i16,966.8342679401457
sub-control009,control,B,T0,i17,968.8342679401457
sub-control009,control,B,T0,i18,968.8342679401457
sub-control009,control,B,T0,i19,969.8342679401457
sub-control009,control,B,T0,i20,966.8342679401457
sub-test009,test,A,T0,i1,776.8693137465256
sub-test009,test,A,T0,i2,773.8693137465256
sub-test009,test,A,T0,i3,776.8693137465256
sub-test009,test,A,T0,i4,775.8693137465256
sub-test009,test,A,T0,i5,776.8693137465256
sub-test009,test,A,T0,i6,773.8693137465256
sub-test009,test,A,T0,i7,774.8693137465256
sub-test009,test,A,T0,i8,777.8693137465256
sub-test009,test,A,T0,i9,778.8693137465256
sub-test009,test,A,T0,i10,774.8693137465256
sub-test009,test,A,T0,i11,776.8693137465256
sub-test009,test,A,T0,i12,775.8693137465256
sub-test009,test,A,T0,i13,781.8693137465256
sub-test009,test,A,T0,i14,774.8693137465256
sub-test009,test,A,T0,i15,775.8693137465256
sub-test009,test,A,T0,i16,774.8693137465256
sub-test009,test,A,T0,i17,776.8693137465256
sub-test009,test,A,T0,i18,776.8693137465256
sub-test009,test,A,T0,i19,777.8693137465256
sub-test009,test,A,T0,i20,774.8693137465256
sub-test009,test,B,T0,i1,937.5072143821392
sub-test009,test,B,T0,i2,934.5072143821392
sub-test009,test,B,T0,i3,937.5072143821392
sub-test009,test,B,T0,i4,936.5072143821392
sub-test009,test,B,T0,i5,937.5072143821392
sub-test009,test,B,T0,i6,934.5072143821392
sub-test009,test,B,T0,i7,935.5072143821392
sub-test009,test,B,T0,i8,938.5072143821392
sub-test009,test,B,T0,i9,939.5072143821392
sub-test009,test,B,T0,i10,935.5072143821392
sub-test009,test,B,T0,i11,937.5072143821392
sub-test009,test,B,T0,i12,936.5072143821392
sub-test009,test,B,T0,i13,942.5072143821392
sub-test009,test,B,T0,i14,935.5072143821392
sub-test009,test,B,T0,i15,936.5072143821392
sub-test009,test,B,T0,i16,935.5072143821392
sub-test009,test,B,T0,i17,937.5072143821392
sub-test009,test,B,T0,i18,937.5072143821392
sub-test009,test,B,T0,i19,938.5072143821392
sub-test009,test,B,T0,i20,935.5072143821392
sub-control009,control,A,T1,i1,686.926720783964
sub-control009,control,A,T1,i2,683.926720783964
sub-control009,control,A,T1,i3,686.926720783964
sub-control009,control,A,T1,i4,685.926720783964
sub-control009,control,A,T1,i5,686.926720783964
sub-control009,control,A,T1,i6,683.926720783964
sub-control009,control,A,T1,i7,684.926720783964
sub-control009,control,A,T1,i8,687.926720783964
sub-control009,control,A,T1,i9,688.926720783964
sub-control009,control,A,T1,i10,684.926720783964
sub-control009,control,A,T1,i11,686.926720783964
sub-control009,control,A,T1,i12,685.926720783964
sub-control009,control,A,T1,i13,691.926720783964
sub-control009,control,A,T1,i14,684.926720783964
sub-control009,control,A,T1,i15,685.926720783964
sub-control009,control,A,T1,i16,684.926720783964
sub-control009,control,A,T1,i17,686.926720783964
sub-control009,control,A,T1,i18,686.926720783964
sub-control009,control,A,T1,i19,687.926720783964
sub-control009,control,A,T1,i20,684.926720783964
sub-test009,test,A,T1,i1,662.7090973451329
sub-test009,test,A,T1,i2,659.7090973451329
sub-test009,test,A,T1,i3,662.7090973451329
sub-test009,test,A,T1,i4,661.7090973451329
sub-test009,test,A,T1,i5,662.7090973451329
sub-test009,test,A,T1,i6,659.7090973451329
sub-test009,test,A,T1,i7,660.7090973451329
sub-test009,test,A,T1,i8,663.7090973451329
sub-test009,test,A,T1,i9,664.7090973451329
sub-test009,test,A,T1,i10,660.7090973451329
sub-test009,test,A,T1,i11,662.7090973451329
sub-test009,test,A,T1,i12,661.7090973451329
sub-test009,test,A,T1,i13,667.7090973451329
sub-test009,test,A,T1,i14,660.7090973451329
sub-test009,test,A,T1,i15,661.7090973451329
sub-test009,test,A,T1,i16,660.7090973451329
sub-test009,test,A,T1,i17,662.7090973451329
sub-test009,test,A,T1,i18,662.7090973451329
sub-test009,test,A,T1,i19,663.7090973451329
sub-test009,test,A,T1,i20,660.7090973451329
sub-control009,control,B,T1,i1,862.3533252740759
sub-control009,control,B,T1,i2,859.3533252740759
sub-control009,control,B,T1,i3,862.3533252740759
sub-control009,control,B,T1,i4,861.3533252740759
sub-control009,control,B,T1,i5,862.3533252740759
sub-control009,control,B,T1,i6,859.3533252740759
sub-control009,control,B,T1,i7,860.3533252740759
sub-control009,control,B,T1,i8,863.3533252740759
sub-control009,control,B,T1,i9,864.3533252740759
sub-control009,control,B,T1,i10,860.3533252740759
sub-control009,control,B,T1,i11,862.3533252740759
sub-control009,control,B,T1,i12,861.3533252740759
sub-control009,control,B,T1,i13,867.3533252740759
sub-control009,control,B,T1,i14,860.3533252740759
sub-control009,control,B,T1,i15,861.3533252740759
sub-control009,control,B,T1,i16,860.3533252740759
sub-control009,control,B,T1,i17,862.3533252740759
sub-control009,control,B,T1,i18,862.3533252740759
sub-control009,control,B,T1,i19,863.3533252740759
sub-control009,control,B,T1,i20,860.3533252740759
sub-test009,test,B,T1,i1,663.4678862546336
sub-test009,test,B,T1,i2,660.4678862546336
sub-test009,test,B,T1,i3,663.4678862546336
sub-test009,test,B,T1,i4,662.4678862546336
sub-test009,test,B,T1,i5,663.4678862546336
sub-test009,test,B,T1,i6,660.4678862546336
sub-test009,test,B,T1,i7,661.4678862546336
sub-test009,test,B,T1,i8,664.4678862546336
sub-test009,test,B,T1,i9,665.4678862546336
sub-test009,test,B,T1,i10,661.4678862546336
sub-test009,test,B,T1,i11,663.4678862546336
sub-test009,test,B,T1,i12,662.4678862546336
sub-test009,test,B,T1,i13,668.4678862546336
sub-test009,test,B,T1,i14,661.4678862546336
sub-test009,test,B,T1,i15,662.4678862546336
sub-test009,test,B,T1,i16,661.4678862546336
sub-test009,test,B,T1,i17,663.4678862546336
sub-test009,test,B,T1,i18,663.4678862546336
sub-test009,test,B,T1,i19,664.4678862546336
sub-test009,test,B,T1,i20,661.4678862546336
sub-control010,control,A,T0,i1,799.5310003605447
sub-control010,control,A,T0,i2,796.5310003605447
sub-control010,control,A,T0,i3,799.5310003605447
sub-control010,control,A,T0,i4,798.5310003605447
sub-control010,control,A,T0,i5,799.5310003605447
sub-control010,control,A,T0,i6,796.5310003605447
sub-control010,control,A,T0,i7,797.5310003605447
sub-control010,control,A,T0,i8,800.5310003605447
sub-control010,control,A,T0,i9,801.5310003605447
sub-control010,control,A,T0,i10,797.5310003605447
sub-control010,control,A,T0,i11,799.5310003605447
sub-control010,control,A,T0,i12,798.5310003605447
sub-control010,control,A,T0,i13,804.5310003605447
sub-control010,control,A,T0,i14,797.5310003605447
sub-control010,control,A,T0,i15,798.5310003605447
sub-control010,control,A,T0,i16,797.5310003605447
sub-control010,control,A,T0,i17,799.5310003605447
sub-control010,control,A,T0,i18,799.5310003605447
sub-control010,control,A,T0,i19,800.5310003605447
sub-control010,control,A,T0,i20,797.5310003605447
sub-control010,control,B,T0,i1,965.596695609092
sub-control010,control,B,T0,i2,962.596695609092
sub-control010,control,B,T0,i3,965.596695609092
sub-control010,control,B,T0,i4,964.596695609092
sub-control010,control,B,T0,i5,965.596695609092
sub-control010,control,B,T0,i6,962.596695609092
sub-control010,control,B,T0,i7,963.596695609092
sub-control010,control,B,T0,i8,966.596695609092
sub-control010,control,B,T0,i9,967.596695609092
sub-control010,control,B,T0,i10,963.596695609092
sub-control010,control,B,T0,i11,965.596695609092
sub-control010,control,B,T0,i12,964.596695609092
sub-control010,control,B,T0,i13,970.596695609092
sub-control010,control,B,T0,i14,963.596695609092
sub-control010,control,B,T0,i15,964.596695609092
sub-control010,control,B,T0,i16,963.596695609092
sub-control010,control,B,T0,i17,965.596695609092
sub-control010,control,B,T0,i18,965.596695609092
sub-control010,control,B,T0,i19,966.596695609092
sub-control010,control,B,T0,i20,963.596695609092
sub-test010,test,A,T0,i1,790.6997992633748
sub-test010,test,A,T0,i2,787.6997992633748
sub-test010,test,A,T0,i3,790.6997992633748
sub-test010,test,A,T0,i4,789.6997992633748
sub-test010,test,A,T0,i5,790.6997992633748
sub-test010,test,A,T0,i6,787.6997992633748
sub-test010,test,A,T0,i7,788.6997992633748
sub-test010,test,A,T0,i8,791.6997992633748
sub-test010,test,A,T0,i9,792.6997992633748
sub-test010,test,A,T0,i10,788.6997992633748
sub-test010,test,A,T0,i11,790.6997992633748
sub-test010,test,A,T0,i12,789.6997992633748
sub-test010,test,A,T0,i13,795.6997992633748
sub-test010,test,A,T0,i14,788.6997992633748
sub-test010,test,A,T0,i15,789.6997992633748
sub-test010,test,A,T0,i16,788.6997992633748
sub-test010,test,A,T0,i17,790.6997992633748
sub-test010,test,A,T0,i18,790.6997992633748
sub-test010,test,A,T0,i19,791.6997992633748
sub-test010,test,A,T0,i20,788.6997992633748
sub-test010,test,B,T0,i1,948.0936575072034
sub-test010,test,B,T0,i2,945.0936575072034
sub-test010,test,B,T0,i3,948.0936575072034
sub-test010,test,B,T0,i4,947.0936575072034
sub-test010,test,B,T0,i5,948.0936575072034
sub-test010,test,B,T0,i6,945.0936575072034
sub-test010,test,B,T0,i7,946.0936575072034
sub-test010,test,B,T0,i8,949.0936575072034
sub-test010,test,B,T0,i9,950.0936575072034
sub-test010,test,B,T0,i10,946.0936575072034
sub-test010,test,B,T0,i11,948.0936575072034
sub-test010,test,B,T0,i12,947.0936575072034
sub-test010,test,B,T0,i13,953.0936575072034
sub-test010,test,B,T0,i14,946.0936575072034
sub-test010,test,B,T0,i15,947.0936575072034
sub-test010,test,B,T0,i16,946.0936575072034
sub-test010,test,B,T0,i17,948.0936575072034
sub-test010,test,B,T0,i18,948.0936575072034
sub-test010,test,B,T0,i19,949.0936575072034
sub-test010,test,B,T0,i20,946.0936575072034
sub-control010,control,A,T1,i1,692.178453685357
sub-control010,control,A,T1,i2,689.178453685357
sub-control010,control,A,T1,i3,692.178453685357
sub-control010,control,A,T1,i4,691.178453685357
sub-control010,control,A,T1,i5,692.178453685357
sub-control010,control,A,T1,i6,689.178453685357
sub-control010,control,A,T1,i7,690.178453685357
sub-control010,control,A,T1,i8,693.178453685357
sub-control010,control,A,T1,i9,694.178453685357
sub-control010,control,A,T1,i10,690.178453685357
sub-control010,control,A,T1,i11,692.178453685357
sub-control010,control,A,T1,i12,691.178453685357
sub-control010,control,A,T1,i13,697.178453685357
sub-control010,control,A,T1,i14,690.178453685357
sub-control010,control,A,T1,i15,691.178453685357
sub-control010,control,A,T1,i16,690.178453685357
sub-control010,control,A,T1,i17,692.178453685357
sub-control010,control,A,T1,i18,692.178453685357
sub-control010,control,A,T1,i19,693.178453685357
sub-control010,control,A,T1,i20,690.178453685357
sub-test010,test,A,T1,i1,677.7684805251446
sub-test010,test,A,T1,i2,674.7684805251446
sub-test010,test,A,T1,i3,677.7684805251446
sub-test010,test,A,T1,i4,676.7684805251446
sub-test010,test,A,T1,i5,677.7684805251446
sub-test010,test,A,T1,i6,674.7684805251446
sub-test010,test,A,T1,i7,675.7684805251446
sub-test010,test,A,T1,i8,678.7684805251446
sub-test010,test,A,T1,i9,679.7684805251446
sub-test010,test,A,T1,i10,675.7684805251446
sub-test010,test,A,T1,i11,677.7684805251446
sub-test010,test,A,T1,i12,676.7684805251446
sub-test010,test,A,T1,i13,682.7684805251446
sub-test010,test,A,T1,i14,675.7684805251446
sub-test010,test,A,T1,i15,676.7684805251446
sub-test010,test,A,T1,i16,675.7684805251446
sub-test010,test,A,T1,i17,677.7684805251446
sub-test010,test,A,T1,i18,677.7684805251446
sub-test010,test,A,T1,i19,678.7684805251446
sub-test010,test,A,T1,i20,675.7684805251446
sub-control010,control,B,T1,i1,861.3555931103358
sub-control010,control,B,T1,i2,858.3555931103358
sub-control010,control,B,T1,i3,861.3555931103358
sub-control010,control,B,T1,i4,860.3555931103358
sub-control010,control,B,T1,i5,861.3555931103358
sub-control010,control,B,T1,i6,858.3555931103358
sub-control010,control,B,T1,i7,859.3555931103358
sub-control010,control,B,T1,i8,862.3555931103358
sub-control010,control,B,T1,i9,863.3555931103358
sub-control010,control,B,T1,i10,859.3555931103358
sub-control010,control,B,T1,i11,861.3555931103358
sub-control010,control,B,T1,i12,860.3555931103358
sub-control010,control,B,T1,i13,866.3555931103358
sub-control010,control,B,T1,i14,859.3555931103358
sub-control010,control,B,T1,i15,860.3555931103358
sub-control010,control,B,T1,i16,859.3555931103358
sub-control010,control,B,T1,i17,861.3555931103358
sub-control010,control,B,T1,i18,861.3555931103358
sub-control010,control,B,T1,i19,862.3555931103358
sub-control010,control,B,T1,i20,859.3555931103358
sub-test010,test,B,T1,i1,677.2731161186773
sub-test010,test,B,T1,i2,674.2731161186773
sub-test010,test,B,T1,i3,677.2731161186773
sub-test010,test,B,T1,i4,676.2731161186773
sub-test010,test,B,T1,i5,677.2731161186773
sub-test010,test,B,T1,i6,674.2731161186773
sub-test010,test,B,T1,i7,675.2731161186773
sub-test010,test,B,T1,i8,678.2731161186773
sub-test010,test,B,T1,i9,679.2731161186773
sub-test010,test,B,T1,i10,675.2731161186773
sub-test010,test,B,T1,i11,677.2731161186773
sub-test010,test,B,T1,i12,676.2731161186773
sub-test010,test,B,T1,i13,682.2731161186773
sub-test010,test,B,T1,i14,675.2731161186773
sub-test010,test,B,T1,i15,676.2731161186773
sub-test010,test,B,T1,i16,675.2731161186773
sub-test010,test,B,T1,i17,677.2731161186773
sub-test010,test,B,T1,i18,677.2731161186773
sub-test010,test,B,T1,i19,678.2731161186773
sub-test010,test,B,T1,i20,675.2731161186773
sub-control011,control,A,T0,i1,806.3679414518678
sub-control011,control,A,T0,i2,803.3679414518678
sub-control011,control,A,T0,i3,806.3679414518678
sub-control011,control,A,T0,i4,805.3679414518678
sub-control011,control,A,T0,i5,806.3679414518678
sub-control011,control,A,T0,i6,803.3679414518678
sub-control011,control,A,T0,i7,804.3679414518678
sub-control011,control,A,T0,i8,807.3679414518678
sub-control011,control,A,T0,i9,808.3679414518678
sub-control011,control,A,T0,i10,804.3679414518678
sub-control011,control,A,T0,i11,806.3679414518678
sub-control011,control,A,T0,i12,805.3679414518678
sub-control011,control,A,T0,i13,811.3679414518678
sub-control011,control,A,T0,i14,804.3679414518678
sub-control011,control,A,T0,i15,805.3679414518678
sub-control011,control,A,T0,i16,804.3679414518678
sub-control011,control,A,T0,i17,806.3679414518678
sub-control011,control,A,T0,i18,806.3679414518678
sub-control011,control,A,T0,i19,807.3679414518678
sub-control011,control,A,T0,i20,804.3679414518678
sub-control011,control,B,T0,i1,967.8982763556676
sub-control011,control,B,T0,i2,964.8982763556676
sub-control011,control,B,T0,i3,967.8982763556676
sub-control011,control,B,T0,i4,966.8982763556676
sub-control011,control,B,T0,i5,967.8982763556676
sub-control011,control,B,T0,i6,964.8982763556676
sub-control011,control,B,T0,i7,965.8982763556676
sub-control011,control,B,T0,i8,968.8982763556676
sub-control011,control,B,T0,i9,969.8982763556676
sub-control011,control,B,T0,i10,965.8982763556676
sub-control011,control,B,T0,i11,967.8982763556676
sub-control011,control,B,T0,i12,966.8982763556676
sub-control011,control,B,T0,i13,972.8982763556676
sub-control011,control,B,T0,i14,965.8982763556676
sub-control011,control,B,T0,i15,966.8982763556676
sub-control011,control,B,T0,i16,965.8982763556676
sub-control011,control,B,T0,i17,967.8982763556676
sub-control011,control,B,T0,i18,967.8982763556676
sub-control011,control,B,T0,i19,968.8982763556676
sub-control011,control,B,T0,i20,965.8982763556676
sub-test011,test,A,T0,i1,791.2629923748625
sub-test011,test,A,T0,i2,788.2629923748625
sub-test011,test,A,T0,i3,791.2629923748625
sub-test011,test,A,T0,i4,790.2629923748625
sub-test011,test,A,T0,i5,791.2629923748625
sub-test011,test,A,T0,i6,788.2629923748625
sub-test011,test,A,T0,i7,789.2629923748625
sub-test011,test,A,T0,i8,792.2629923748625
sub-test011,test,A,T0,i9,793.2629923748625
sub-test011,test,A,T0,i10,789.2629923748625
sub-test011,test,A,T0,i11,791.2629923748625
sub-test011,test,A,T0,i12,790.2629923748625
sub-test011,test,A,T0,i13,796.2629923748625
sub-test011,test,A,T0,i14,789.2629923748625
sub-test011,test,A,T0,i15,790.2629923748625
sub-test011,test,A,T0,i16,789.2629923748625
sub-test011,test,A,T0,i17,791.2629923748625
sub-test011,test,A,T0,i18,791.2629923748625
sub-test011,test,A,T0,i19,792.2629923748625
sub-test011,test,A,T0,i20,789.2629923748625
sub-test011,test,B,T0,i1,939.8753470823349
sub-test011,test,B,T0,i2,936.8753470823349
sub-test011,test,B,T0,i3,939.8753470823349
sub-test011,test,B,T0,i4,938.8753470823349
sub-test011,test,B,T0,i5,939.8753470823349
sub-test011,test,B,T0,i6,936.8753470823349
sub-test011,test,B,T0,i7,937.8753470823349
sub-test011,test,B,T0,i8,940.8753470823349
sub-test011,test,B,T0,i9,941.8753470823349
sub-test011,test,B,T0,i10,937.8753470823349
sub-test011,test,B,T0,i11,939.8753470823349
sub-test011,test,B,T0,i12,938.8753470823349
sub-test011,test,B,T0,i13,944.8753470823349
sub-test011,test,B,T0,i14,937.8753470823349
sub-test011,test,B,T0,i15,938.8753470823349
sub-test011,test,B,T0,i16,937.8753470823349
sub-test011,test,B,T0,i17,939.8753470823349
sub-test011,test,B,T0,i18,939.8753470823349
sub-test011,test,B,T0,i19,940.8753470823349
sub-test011,test,B,T0,i20,937.8753470823349
sub-control011,control,A,T1,i1,699.8031687117384
sub-control011,control,A,T1,i2,696.8031687117384
sub-control011,control,A,T1,i3,699.8031687117384
sub-control011,control,A,T1,i4,698.8031687117384
sub-control011,control,A,T1,i5,699.8031687117384
sub-control011,control,A,T1,i6,696.8031687117384
sub-control011,control,A,T1,i7,697.8031687117384
sub-control011,control,A,T1,i8,700.8031687117384
sub-control011,control,A,T1,i9,701.8031687117384
sub-control011,control,A,T1,i10,697.8031687117384
sub-control011,control,A,T1,i11,699.8031687117384
sub-control011,control,A,T1,i12,698.8031687117384
sub-control011,control,A,T1,i13,704.8031687117384
sub-control011,control,A,T1,i14,697.8031687117384
sub-control011,control,A,T1,i15,698.8031687117384
sub-control011,control,A,T1,i16,697.8031687117384
sub-control011,control,A,T1,i17,699.8031687117384
sub-control011,control,A,T1,i18,699.8031687117384
sub-control011,control,A,T1,i19,700.8031687117384
sub-control011,control,A,T1,i20,697.8031687117384
sub-test011,test,A,T1,i1,681.0125162449358
sub-test011,test,A,T1,i2,678.0125162449358
sub-test011,test,A,T1,i3,681.0125162449358
sub-test011,test,A,T1,i4,680.0125162449358
sub-test011,test,A,T1,i5,681.0125162449358
sub-test011,test,A,T1,i6,678.0125162449358
sub-test011,test,A,T1,i7,679.0125162449358
sub-test011,test,A,T1,i8,682.0125162449358
sub-test011,test,A,T1,i9,683.0125162449358
sub-test011,test,A,T1,i10,679.0125162449358
sub-test011,test,A,T1,i11,681.0125162449358
sub-test011,test,A,T1,i12,680.0125162449358
sub-test011,test,A,T1,i13,686.0125162449358
sub-test011,test,A,T1,i14,679.0125162449358
sub-test011,test,A,T1,i15,680.0125162449358
sub-test011,test,A,T1,i16,679.0125162449358
sub-test011,test,A,T1,i17,681.0125162449358
sub-test011,test,A,T1,i18,681.0125162449358
sub-test011,test,A,T1,i19,682.0125162449358
sub-test011,test,A,T1,i20,679.0125162449358
sub-control011,control,B,T1,i1,864.0343598957439
sub-control011,control,B,T1,i2,861.0343598957439
sub-control011,control,B,T1,i3,864.0343598957439
sub-control011,control,B,T1,i4,863.0343598957439
sub-control011,control,B,T1,i5,864.0343598957439
sub-control011,control,B,T1,i6,861.0343598957439
sub-control011,control,B,T1,i7,862.0343598957439
sub-control011,control,B,T1,i8,865.0343598957439
sub-control011,control,B,T1,i9,866.0343598957439
sub-control011,control,B,T1,i10,862.0343598957439
sub-control011,control,B,T1,i11,864.0343598957439
sub-control011,control,B,T1,i12,863.0343598957439
sub-control011,control,B,T1,i13,869.0343598957439
sub-control011,control,B,T1,i14,862.0343598957439
sub-control011,control,B,T1,i15,863.0343598957439
sub-control011,control,B,T1,i16,862.0343598957439
sub-control011,control,B,T1,i17,864.0343598957439
sub-control011,control,B,T1,i18,864.0343598957439
sub-control011,control,B,T1,i19,865.0343598957439
sub-control011,control,B,T1,i20,862.0343598957439
sub-test011,test,B,T1,i1,671.9653484373877
sub-test011,test,B,T1,i2,668.9653484373877
sub-test011,test,B,T1,i3,671.9653484373877
sub-test011,test,B,T1,i4,670.9653484373877
sub-test011,test,B,T1,i5,671.9653484373877
sub-test011,test,B,T1,i6,668.9653484373877
sub-test011,test,B,T1,i7,669.9653484373877
sub-test011,test,B,T1,i8,672.9653484373877
sub-test011,test,B,T1,i9,673.9653484373877
sub-test011,test,B,T1,i10,669.9653484373877
sub-test011,test,B,T1,i11,671.9653484373877
sub-test011,test,B,T1,i12,670.9653484373877
sub-test011,test,B,T1,i13,676.9653484373877
sub-test011,test,B,T1,i14,669.9653484373877
sub-test011,test,B,T1,i15,670.9653484373877
sub-test011,test,B,T1,i16,669.9653484373877
sub-test011,test,B,T1,i17,671.9653484373877
sub-test011,test,B,T1,i18,671.9653484373877
sub-test011,test,B,T1,i19,672.9653484373877
sub-test011,test,B,T1,i20,669.9653484373877
sub-control012,control,A,T0,i1,806.4075888225439
sub-control012,control,A,T0,i2,803.4075888225439
sub-control012,control,A,T0,i3,806.4075888225439
sub-control012,control,A,T0,i4,805.4075888225439
sub-control012,control,A,T0,i5,806.4075888225439
sub-control012,control,A,T0,i6,803.4075888225439
sub-control012,control,A,T0,i7,804.4075888225439
sub-control012,control,A,T0,i8,807.4075888225439
sub-control012,control,A,T0,i9,808.4075888225439
