pax,group,session,trial,rt,item
sub-test007,test,T0,trial20,1012.5641661553914,item4
sub-test007,test,T1,trial1,642.92119103885625,item1
sub-test007,test,T1,trial2,642.92119103885625,item1
sub-test007,test,T1,trial3,652.92119103885625,item1
sub-test007,test,T1,trial4,652.92119103885625,item1
sub-test007,test,T1,trial5,652.92119103885625,item1
sub-test007,test,T1,trial6,662.92119103885625,item2
sub-test007,test,T1,trial7,662.92119103885625,item2
sub-test007,test,T1,trial8,662.92119103885625,item2
sub-test007,test,T1,trial9,662.92119103885625,item2
sub-test007,test,T1,trial10,672.92119103885625,item2
sub-test007,test,T1,trial11,672.92119103885625,item3
sub-test007,test,T1,trial12,672.92119103885625,item3
sub-test007,test,T1,trial13,682.92119103885625,item3
sub-test007,test,T1,trial14,682.92119103885625,item3
sub-test007,test,T1,trial15,682.92119103885625,item3
sub-test007,test,T1,trial16,692.92119103885625,item4
sub-test007,test,T1,trial17,692.92119103885625,item4
sub-test007,test,T1,trial18,692.92119103885625,item4
sub-test007,test,T1,trial19,702.92119103885625,item4
sub-test007,test,T1,trial20,722.92119103885625,item4
sub-control008,control,T0,trial1,930.4389875973383,item1
sub-control008,control,T0,trial2,930.4389875973383,item1
sub-control008,control,T0,trial3,940.4389875973383,item1
sub-control008,control,T0,trial4,940.4389875973383,item1
sub-control008,control,T0,trial5,940.4389875973383,item1
sub-control008,control,T0,trial6,950.4389875973383,item2
sub-control008,control,T0,trial7,950.4389875973383,item2
sub-control008,control,T0,trial8,950.4389875973383,item2
sub-control008,control,T0,trial9,950.4389875973383,item2
sub-control008,control,T0,trial10,960.4389875973383,item2
sub-control008,control,T0,trial11,960.4389875973383,item3
sub-control008,control,T0,trial12,960.4389875973383,item3
sub-control008,control,T0,trial13,970.4389875973383,item3
sub-control008,control,T0,trial14,970.4389875973383,item3
sub-control008,control,T0,trial15,970.4389875973383,item3
sub-control008,control,T0,trial16,980.4389875973383,item4
sub-control008,control,T0,trial17,980.4389875973383,item4
sub-control008,control,T0,trial18,980.4389875973383,item4
sub-control008,control,T0,trial19,990.4389875973383,item4
sub-control008,control,T0,trial20,1010.4389875973383,item4
sub-control008,control,T1,trial1,819.8415469532393,item1
sub-control008,control,T1,trial2,819.8415469532393,item1
sub-control008,control,T1,trial3,829.8415469532393,item1
sub-control008,control,T1,trial4,829.8415469532393,item1
sub-control008,control,T1,trial5,829.8415469532393,item1
sub-control008,control,T1,trial6,839.8415469532393,item2
sub-control008,control,T1,trial7,839.8415469532393,item2
sub-control008,control,T1,trial8,839.8415469532393,item2
sub-control008,control,T1,trial9,839.8415469532393,item2
sub-control008,control,T1,trial10,849.8415469532393,item2
sub-control008,control,T1,trial11,849.8415469532393,item3
sub-control008,control,T1,trial12,849.8415469532393,item3
sub-control008,control,T1,trial13,859.8415469532393,item3
sub-control008,control,T1,trial14,859.8415469532393,item3
sub-control008,control,T1,trial15,859.8415469532393,item3
sub-control008,control,T1,trial16,869.8415469532393,item4
sub-control008,control,T1,trial17,869.8415469532393,item4
sub-control008,control,T1,trial18,869.8415469532393,item4
sub-control008,control,T1,trial19,879.8415469532393,item4
sub-control008,control,T1,trial20,899.8415469532393,item4
sub-test008,test,T0,trial1,942.2302756479488,item1
sub-test008,test,T0,trial2,942.2302756479488,item1
sub-test008,test,T0,trial3,952.2302756479488,item1
sub-test008,test,T0,trial4,952.2302756479488,item1
sub-test008,test,T0,trial5,952.2302756479488,item1
sub-test008,test,T0,trial6,962.2302756479488,item2
sub-test008,test,T0,trial7,962.2302756479488,item2
sub-test008,test,T0,trial8,962.2302756479488,item2
sub-test008,test,T0,trial9,962.2302756479488,item2
sub-test008,test,T0,trial10,972.2302756479488,item2
sub-test008,test,T0,trial11,972.2302756479488,item3
sub-test008,test,T0,trial12,972.2302756479488,item3
sub-test008,test,T0,trial13,982.2302756479488,item3
sub-test008,test,T0,trial14,982.2302756479488,item3
sub-test008,test,T0,trial15,982.2302756479488,item3
sub-test008,test,T0,trial16,992.2302756479488,item4
sub-test008,test,T0,trial17,992.2302756479488,item4
sub-test008,test,T0,trial18,992.2302756479488,item4
sub-test008,test,T0,trial19,1002.2302756479488,item4
sub-test008,test,T0,trial20,1022.2302756479488,item4
sub-test008,test,T1,trial1,658.9262976846974,item1
sub-test008,test,T1,trial2,658.9262976846974,item1
sub-test008,test,T1,trial3,668.9262976846974,item1
sub-test008,test,T1,trial4,668.9262976846974,item1
sub-test008,test,T1,trial5,668.9262976846974,item1
sub-test008,test,T1,trial6,678.9262976846974,item2
sub-test008,test,T1,trial7,678.9262976846974,item2
sub-test008,test,T1,trial8,678.9262976846974,item2
sub-test008,test,T1,trial9,678.9262976846974,item2
sub-test008,test,T1,trial10,688.9262976846974,item2
sub-test008,test,T1,trial11,688.9262976846974,item3
sub-test008,test,T1,trial12,688.9262976846974,item3
sub-test008,test,T1,trial13,698.9262976846974,item3
sub-test008,test,T1,trial14,698.9262976846974,item3
sub-test008,test,T1,trial15,698.9262976846974,item3
sub-test008,test,T1,trial16,708.9262976846974,item4
sub-test008,test,T1,trial17,708.9262976846974,item4
sub-test008,test,T1,trial18,708.9262976846974,item4
sub-test008,test,T1,trial19,718.9262976846974,item4
sub-test008,test,T1,trial20,738.9262976846974,item4
sub-control009,control,T0,trial1,930.9126293971349,item1
sub-control009,control,T0,trial2,930.9126293971349,item1
sub-control009,control,T0,trial3,940.9126293971349,item1
sub-control009,control,T0,trial4,940.9126293971349,item1
sub-control009,control,T0,trial5,940.9126293971349,item1
sub-control009,control,T0,trial6,950.9126293971349,item2
sub-control009,control,T0,trial7,950.9126293971349,item2
sub-control009,control,T0,trial8,950.9126293971349,item2
sub-control009,control,T0,trial9,950.9126293971349,item2
sub-control009,control,T0,trial10,960.9126293971349,item2
sub-control009,control,T0,trial11,960.9126293971349,item3
sub-control009,control,T0,trial12,960.9126293971349,item3
sub-control009,control,T0,trial13,970.9126293971349,item3
sub-control009,control,T0,trial14,970.9126293971349,item3
sub-control009,control,T0,trial15,970.9126293971349,item3
sub-control009,control,T0,trial16,980.9126293971349,item4
sub-control009,control,T0,trial17,980.9126293971349,item4
sub-control009,control,T0,trial18,980.9126293971349,item4
sub-control009,control,T0,trial19,990.9126293971349,item4
sub-control009,control,T0,trial20,1010.9126293971349,item4
sub-control009,control,T1,trial1,820.3224378103656,item1
sub-control009,control,T1,trial2,820.3224378103656,item1
sub-control009,control,T1,trial3,830.3224378103656,item1
sub-control009,control,T1,trial4,830.3224378103656,item1
sub-control009,control,T1,trial5,830.3224378103656,item1
sub-control009,control,T1,trial6,840.3224378103656,item2
sub-control009,control,T1,trial7,840.3224378103656,item2
sub-control009,control,T1,trial8,840.3224378103656,item2
sub-control009,control,T1,trial9,840.3224378103656,item2
sub-control009,control,T1,trial10,850.3224378103656,item2
sub-control009,control,T1,trial11,850.3224378103656,item3
sub-control009,control,T1,trial12,850.3224378103656,item3
sub-control009,control,T1,trial13,860.3224378103656,item3
sub-control009,control,T1,trial14,860.3224378103656,item3
sub-control009,control,T1,trial15,860.3224378103656,item3
sub-control009,control,T1,trial16,870.3224378103656,item4
sub-control009,control,T1,trial17,870.3224378103656,item4
sub-control009,control,T1,trial18,870.3224378103656,item4
sub-control009,control,T1,trial19,880.3224378103656,item4
sub-control009,control,T1,trial20,900.3224378103656,item4
sub-test009,test,T0,trial1,944.4528109561003,item1
sub-test009,test,T0,trial2,944.4528109561003,item1
sub-test009,test,T0,trial3,954.4528109561003,item1
sub-test009,test,T0,trial4,954.4528109561003,item1
sub-test009,test,T0,trial5,954.4528109561003,item1
sub-test009,test,T0,trial6,964.4528109561003,item2
sub-test009,test,T0,trial7,964.4528109561003,item2
sub-test009,test,T0,trial8,964.4528109561003,item2
sub-test009,test,T0,trial9,964.4528109561003,item2
sub-test009,test,T0,trial10,974.4528109561003,item2
sub-test009,test,T0,trial11,974.4528109561003,item3
sub-test009,test,T0,trial12,974.4528109561003,item3
sub-test009,test,T0,trial13,984.4528109561003,item3
sub-test009,test,T0,trial14,984.4528109561003,item3
sub-test009,test,T0,trial15,984.4528109561003,item3
sub-test009,test,T0,trial16,994.4528109561003,item4
sub-test009,test,T0,trial17,994.4528109561003,item4
sub-test009,test,T0,trial18,994.4528109561003,item4
sub-test009,test,T0,trial19,1004.4528109561003,item4
sub-test009,test,T0,trial20,1024.4528109561002,item4
sub-test009,test,T1,trial1,663.8104320231424,item1
sub-test009,test,T1,trial2,663.8104320231424,item1
sub-test009,test,T1,trial3,673.8104320231424,item1
sub-test009,test,T1,trial4,673.8104320231424,item1
sub-test009,test,T1,trial5,673.8104320231424,item1
sub-test009,test,T1,trial6,683.8104320231424,item2
sub-test009,test,T1,trial7,683.8104320231424,item2
sub-test009,test,T1,trial8,683.8104320231424,item2
sub-test009,test,T1,trial9,683.8104320231424,item2
sub-test009,test,T1,trial10,693.8104320231424,item2
sub-test009,test,T1,trial11,693.8104320231424,item3
sub-test009,test,T1,trial12,693.8104320231424,item3
sub-test009,test,T1,trial13,703.8104320231424,item3
sub-test009,test,T1,trial14,703.8104320231424,item3
sub-test009,test,T1,trial15,703.8104320231424,item3
sub-test009,test,T1,trial16,713.8104320231424,item4
sub-test009,test,T1,trial17,713.8104320231424,item4
sub-test009,test,T1,trial18,713.8104320231424,item4
sub-test009,test,T1,trial19,723.8104320231424,item4
sub-test009,test,T1,trial20,743.8104320231424,item4
sub-control010,control,T0,trial1,932.434327664821,item1
sub-control010,control,T0,trial2,932.434327664821,item1
sub-control010,control,T0,trial3,942.434327664821,item1
sub-control010,control,T0,trial4,942.434327664821,item1
sub-control010,control,T0,trial5,942.434327664821,item1
sub-control010,control,T0,trial6,952.434327664821,item2
sub-control010,control,T0,trial7,952.434327664821,item2
sub-control010,control,T0,trial8,952.434327664821,item2
sub-control010,control,T0,trial9,952.434327664821,item2
sub-control010,control,T0,trial10,962.434327664821,item2
sub-control010,control,T0,trial11,962.434327664821,item3
sub-control010,control,T0,trial12,962.434327664821,item3
sub-control010,control,T0,trial13,972.434327664821,item3
sub-control010,control,T0,trial14,972.434327664821,item3
sub-control010,control,T0,trial15,972.434327664821,item3
sub-control010,control,T0,trial16,982.434327664821,item4
sub-control010,control,T0,trial17,982.434327664821,item4
sub-control010,control,T0,trial18,982.434327664821,item4
sub-control010,control,T0,trial19,992.434327664821,item4
sub-control010,control,T0,trial20,1012.434327664821,item4
sub-control010,control,T1,trial1,823.460573553656,item1
sub-control010,control,T1,trial2,823.460573553656,item1
sub-control010,control,T1,trial3,833.460573553656,item1
sub-control010,control,T1,trial4,833.460573553656,item1
sub-control010,control,T1,trial5,833.460573553656,item1
sub-control010,control,T1,trial6,843.460573553656,item2
sub-control010,control,T1,trial7,843.460573553656,item2
sub-control010,control,T1,trial8,843.460573553656,item2
sub-control010,control,T1,trial9,843.460573553656,item2
sub-control010,control,T1,trial10,853.460573553656,item2
sub-control010,control,T1,trial11,853.460573553656,item3
sub-control010,control,T1,trial12,853.460573553656,item3
sub-control010,control,T1,trial13,863.460573553656,item3
sub-control010,control,T1,trial14,863.460573553656,item3
sub-control010,control,T1,trial15,863.460573553656,item3
sub-control010,control,T1,trial16,873.460573553656,item4
sub-control010,control,T1,trial17,873.460573553656,item4
sub-control010,control,T1,trial18,873.460573553656,item4
sub-control010,control,T1,trial19,883.460573553656,item4
sub-control010,control,T1,trial20,903.460573553656,item4
sub-test010,test,T0,trial1,952.5982048588888,item1
sub-test010,test,T0,trial2,952.5982048588888,item1
sub-test010,test,T0,trial3,962.5982048588888,item1
sub-test010,test,T0,trial4,962.5982048588888,item1
sub-test010,test,T0,trial5,962.5982048588888,item1
sub-test010,test,T0,trial6,972.5982048588888,item2
sub-test010,test,T0,trial7,972.5982048588888,item2
sub-test010,test,T0,trial8,972.5982048588888,item2
sub-test010,test,T0,trial9,972.5982048588888,item2
sub-test010,test,T0,trial10,982.5982048588888,item2
sub-test010,test,T0,trial11,982.5982048588888,item3
sub-test010,test,T0,trial12,982.5982048588888,item3
sub-test010,test,T0,trial13,992.5982048588888,item3
sub-test010,test,T0,trial14,992.5982048588888,item3
sub-test010,test,T0,trial15,992.5982048588888,item3
sub-test010,test,T0,trial16,1002.5982048588888,item4
sub-test010,test,T0,trial17,1002.5982048588888,item4
sub-test010,test,T0,trial18,1002.5982048588888,item4
sub-test010,test,T0,trial19,1012.5982048588888,item4
sub-test010,test,T0,trial20,1032.598204858889,item4
sub-test010,test,T1,trial1,679.1680104217304,item1
sub-test010,test,T1,trial2,679.1680104217304,item1
sub-test010,test,T1,trial3,689.1680104217304,item1
sub-test010,test,T1,trial4,689.1680104217304,item1
sub-test010,test,T1,trial5,689.1680104217304,item1
sub-test010,test,T1,trial6,699.1680104217304,item2
sub-test010,test,T1,trial7,699.1680104217304,item2
sub-test010,test,T1,trial8,699.1680104217304,item2
sub-test010,test,T1,trial9,699.1680104217304,item2
sub-test010,test,T1,trial10,709.1680104217304,item2
sub-test010,test,T1,trial11,709.1680104217304,item3
sub-test010,test,T1,trial12,709.1680104217304,item3
sub-test010,test,T1,trial13,719.1680104217304,item3
sub-test010,test,T1,trial14,719.1680104217304,item3
sub-test010,test,T1,trial15,719.1680104217304,item3
sub-test010,test,T1,trial16,729.1680104217304,item4
sub-test010,test,T1,trial17,729.1680104217304,item4
sub-test010,test,T1,trial18,729.1680104217304,item4
sub-test010,test,T1,trial19,739.1680104217304,item4
sub-test010,test,T1,trial20,759.1680104217304,item4
sub-control011,control,T0,trial1,934.3292229198382,item1
sub-control011,control,T0,trial2,934.3292229198382,item1
sub-control011,control,T0,trial3,944.3292229198382,item1
sub-control011,control,T0,trial4,944.3292229198382,item1
sub-control011,control,T0,trial5,944.3292229198382,item1
sub-control011,control,T0,trial6,954.3292229198382,item2
sub-control011,control,T0,trial7,954.3292229198382,item2
sub-control011,control,T0,trial8,954.3292229198382,item2
sub-control011,control,T0,trial9,954.3292229198382,item2
sub-control011,control,T0,trial10,964.3292229198382,item2
sub-control011,control,T0,trial11,964.3292229198382,item3
sub-control011,control,T0,trial12,964.3292229198382,item3
sub-control011,control,T0,trial13,974.3292229198382,item3
sub-control011,control,T0,trial14,974.3292229198382,item3
sub-control011,control,T0,trial15,974.3292229198382,item3
sub-control011,control,T0,trial16,984.3292229198382,item4
sub-control011,control,T0,trial17,984.3292229198382,item4
sub-control011,control,T0,trial18,984.3292229198382,item4
sub-control011,control,T0,trial19,994.3292229198382,item4
sub-control011,control,T0,trial20,1014.3292229198382,item4
sub-control011,control,T1,trial1,826.9007733248284,item1
sub-control011,control,T1,trial2,826.9007733248284,item1
sub-control011,control,T1,trial3,836.9007733248284,item1
sub-control011,control,T1,trial4,836.9007733248284,item1
sub-control011,control,T1,trial5,836.9007733248284,item1
sub-control011,control,T1,trial6,846.9007733248284,item2
sub-control011,control,T1,trial7,846.9007733248284,item2
sub-control011,control,T1,trial8,846.9007733248284,item2
sub-control011,control,T1,trial9,846.9007733248284,item2
sub-control011,control,T1,trial10,856.9007733248284,item2
sub-control011,control,T1,trial11,856.9007733248284,item3
sub-control011,control,T1,trial12,856.9007733248284,item3
sub-control011,control,T1,trial13,866.9007733248284,item3
sub-control011,control,T1,trial14,866.9007733248284,item3
sub-control011,control,T1,trial15,866.9007733248284,item3
sub-control011,control,T1,trial16,876.9007733248284,item4
sub-control011,control,T1,trial17,876.9007733248284,item4
sub-control011,control,T1,trial18,876.9007733248284,item4
sub-control011,control,T1,trial19,886.9007733248284,item4
sub-control011,control,T1,trial20,906.9007733248284,item4
sub-test011,test,T0,trial1,952.7589466465843,item1
sub-test011,test,T0,trial2,952.7589466465843,item1
sub-test011,test,T0,trial3,962.7589466465843,item1
sub-test011,test,T0,trial4,962.7589466465843,item1
sub-test011,test,T0,trial5,962.7589466465843,item1
sub-test011,test,T0,trial6,972.7589466465843,item2
sub-test011,test,T0,trial7,972.7589466465843,item2
sub-test011,test,T0,trial8,972.7589466465843,item2
sub-test011,test,T0,trial9,972.7589466465843,item2
sub-test011,test,T0,trial10,982.7589466465843,item2
sub-test011,test,T0,trial11,982.7589466465843,item3
sub-test011,test,T0,trial12,982.7589466465843,item3
sub-test011,test,T0,trial13,992.7589466465843,item3
sub-test011,test,T0,trial14,992.7589466465843,item3
sub-test011,test,T0,trial15,992.7589466465843,item3
sub-test011,test,T0,trial16,1002.7589466465843,item4
sub-test011,test,T0,trial17,1002.7589466465843,item4
sub-test011,test,T0,trial18,1002.7589466465843,item4
sub-test011,test,T0,trial19,1012.7589466465843,item4
sub-test011,test,T0,trial20,1032.7589466465843,item4
sub-test011,test,T1,trial1,683.7695140782102,item1
sub-test011,test,T1,trial2,683.7695140782102,item1
sub-test011,test,T1,trial3,693.7695140782102,item1
sub-test011,test,T1,trial4,693.7695140782102,item1
sub-test011,test,T1,trial5,693.7695140782102,item1
sub-test011,test,T1,trial6,703.7695140782102,item2
sub-test011,test,T1,trial7,703.7695140782102,item2
sub-test011,test,T1,trial8,703.7695140782102,item2
sub-test011,test,T1,trial9,703.7695140782102,item2
sub-test011,test,T1,trial10,713.7695140782102,item2
sub-test011,test,T1,trial11,713.7695140782102,item3
sub-test011,test,T1,trial12,713.7695140782102,item3
sub-test011,test,T1,trial13,723.7695140782102,item3
sub-test011,test,T1,trial14,723.7695140782102,item3
sub-test011,test,T1,trial15,723.7695140782102,item3
sub-test011,test,T1,trial16,733.7695140782102,item4
sub-test011,test,T1,trial17,733.7695140782102,item4
sub-test011,test,T1,trial18,733.7695140782102,item4
sub-test011,test,T1,trial19,743.7695140782102,item4
sub-test011,test,T1,trial20,763.7695140782102,item4
sub-control012,control,T0,trial1,941.212210044693,item1
sub-control012,control,T0,trial2,941.212210044693,item1
sub-control012,control,T0,trial3,951.212210044693,item1
sub-control012,control,T0,trial4,951.212210044693,item1
sub-control012,control,T0,trial5,951.212210044693,item1
sub-control012,control,T0,trial6,961.212210044693,item2
sub-control012,control,T0,trial7,961.212210044693,item2
sub-control012,control,T0,trial8,961.212210044693,item2
sub-control012,control,T0,trial9,961.212210044693,item2
sub-control012,control,T0,trial10,971.212210044693,item2
sub-control012,control,T0,trial11,971.212210044693,item3
sub-control012,control,T0,trial12,971.212210044693,item3
sub-control012,control,T0,trial13,981.212210044693,item3
sub-control012,control,T0,trial14,981.212210044693,item3
sub-control012,control,T0,trial15,981.212210044693,item3
sub-control012,control,T0,trial16,991.212210044693,item4
sub-control012,control,T0,trial17,991.212210044693,item4
sub-control012,control,T0,trial18,991.212210044693,item4
sub-control012,control,T0,trial19,1001.212210044693,item4
sub-control012,control,T0,trial20,1021.212210044693,item4
sub-control012,control,T1,trial1,833.9823527507639,item1
sub-control012,control,T1,trial2,833.9823527507639,item1
sub-control012,control,T1,trial3,843.9823527507639,item1
sub-control012,control,T1,trial4,843.9823527507639,item1
sub-control012,control,T1,trial5,843.9823527507639,item1
sub-control012,control,T1,trial6,853.9823527507639,item2
sub-control012,control,T1,trial7,853.9823527507639,item2
sub-control012,control,T1,trial8,853.9823527507639,item2
sub-control012,control,T1,trial9,853.9823527507639,item2
sub-control012,control,T1,trial10,863.9823527507639,item2
sub-control012,control,T1,trial11,863.9823527507639,item3
sub-control012,control,T1,trial12,863.9823527507639,item3
sub-control012,control,T1,trial13,873.9823527507639,item3
sub-control012,control,T1,trial14,873.9823527507639,item3
sub-control012,control,T1,trial15,873.9823527507639,item3
sub-control012,control,T1,trial16,883.9823527507639,item4
sub-control012,control,T1,trial17,883.9823527507639,item4
sub-control012,control,T1,trial18,883.9823527507639,item4
sub-control012,control,T1,trial19,893.9823527507639,item4
sub-control012,control,T1,trial20,913.9823527507639,item4
sub-test012,test,T0,trial1,959.4896764633597,item1
sub-test012,test,T0,trial2,959.4896764633597,item1
sub-test012,test,T0,trial3,969.4896764633597,item1
sub-test012,test,T0,trial4,969.4896764633597,item1
sub-test012,test,T0,trial5,969.4896764633597,item1
sub-test012,test,T0,trial6,979.4896764633597,item2
sub-test012,test,T0,trial7,979.4896764633597,item2
sub-test012,test,T0,trial8,979.4896764633597,item2
sub-test012,test,T0,trial9,979.4896764633597,item2
sub-test012,test,T0,trial10,989.4896764633597,item2
sub-test012,test,T0,trial11,989.4896764633597,item3
sub-test012,test,T0,trial12,989.4896764633597,item3
sub-test012,test,T0,trial13,999.4896764633597,item3
sub-test012,test,T0,trial14,999.4896764633597,item3
sub-test012,test,T0,trial15,999.4896764633597,item3
sub-test012,test,T0,trial16,1009.4896764633597,item4
sub-test012,test,T0,trial17,1009.4896764633597,item4
sub-test012,test,T0,trial18,1009.4896764633597,item4
sub-test012,test,T0,trial19,1019.4896764633597,item4
sub-test012,test,T0,trial20,1039.4896764633597,item4
sub-test012,test,T1,trial1,691.940470573569,item1
sub-test012,test,T1,trial2,691.940470573569,item1
sub-test012,test,T1,trial3,701.940470573569,item1
sub-test012,test,T1,trial4,701.940470573569,item1
sub-test012,test,T1,trial5,701.940470573569,item1
sub-test012,test,T1,trial6,711.940470573569,item2
sub-test012,test,T1,trial7,711.940470573569,item2
sub-test012,test,T1,trial8,711.940470573569,item2
sub-test012,test,T1,trial9,711.940470573569,item2
sub-test012,test,T1,trial10,721.940470573569,item2
sub-test012,test,T1,trial11,721.940470573569,item3
sub-test012,test,T1,trial12,721.940470573569,item3
sub-test012,test,T1,trial13,731.940470573569,item3
sub-test012,test,T1,trial14,731.940470573569,item3
sub-test012,test,T1,trial15,731.940470573569,item3
sub-test012,test,T1,trial16,741.940470573569,item4
sub-test012,test,T1,trial17,741.940470573569,item4
sub-test012,test,T1,trial18,741.940470573569,item4
sub-test012,test,T1,trial19,751.940470573569,item4
sub-test012,test,T1,trial20,771.940470573569,item4
sub-control013,control,T0,trial1,944.5091961762553,item1
sub-control013,control,T0,trial2,944.5091961762553,item1
sub-control013,control,T0,trial3,954.5091961762553,item1
sub-control013,control,T0,trial4,954.5091961762553,item1
sub-control013,control,T0,trial5,954.5091961762553,item1
sub-control013,control,T0,trial6,964.5091961762553,item2
sub-control013,control,T0,trial7,964.5091961762553,item2
sub-control013,control,T0,trial8,964.5091961762553,item2
sub-control013,control,T0,trial9,964.5091961762553,item2
sub-control013,control,T0,trial10,974.5091961762553,item2
sub-control013,control,T0,trial11,974.5091961762553,item3
sub-control013,control,T0,trial12,974.5091961762553,item3
sub-control013,control,T0,trial13,984.5091961762553,item3
sub-control013,control,T0,trial14,984.5091961762553,item3
sub-control013,control,T0,trial15,984.5091961762553,item3
sub-control013,control,T0,trial16,994.5091961762553,item4
sub-control013,control,T0,trial17,994.5091961762553,item4
sub-control013,control,T0,trial18,994.5091961762553,item4
sub-control013,control,T0,trial19,1004.5091961762553,item4
sub-control013,control,T0,trial20,1024.5091961762553,item4
sub-control013,control,T1,trial1,839.331770243062,item1
sub-control013,control,T1,trial2,839.331770243062,item1
sub-control013,control,T1,trial3,849.331770243062,item1
sub-control013,control,T1,trial4,849.331770243062,item1
sub-control013,control,T1,trial5,849.331770243062,item1
sub-control013,control,T1,trial6,859.331770243062,item2
sub-control013,control,T1,trial7,859.331770243062,item2
sub-control013,control,T1,trial8,859.331770243062,item2
sub-control013,control,T1,trial9,859.331770243062,item2
sub-control013,control,T1,trial10,869.331770243062,item2
sub-control013,control,T1,trial11,869.331770243062,item3
sub-control013,control,T1,trial12,869.331770243062,item3
sub-control013,control,T1,trial13,879.331770243062,item3
sub-control013,control,T1,trial14,879.331770243062,item3
sub-control013,control,T1,trial15,879.331770243062,item3
sub-control013,control,T1,trial16,889.331770243062,item4
sub-control013,control,T1,trial17,889.331770243062,item4
sub-control013,control,T1,trial18,889.331770243062,item4
sub-control013,control,T1,trial19,899.331770243062,item4
sub-control013,control,T1,trial20,919.331770243062,item4
sub-test013,test,T0,trial1,965.874758246379,item1
sub-test013,test,T0,trial2,965.874758246379,item1
sub-test013,test,T0,trial3,975.874758246379,item1
sub-test013,test,T0,trial4,975.874758246379,item1
sub-test013,test,T0,trial5,975.874758246379,item1
sub-test013,test,T0,trial6,985.874758246379,item2
sub-test013,test,T0,trial7,985.874758246379,item2
sub-test013,test,T0,trial8,985.874758246379,item2
sub-test013,test,T0,trial9,985.874758246379,item2
sub-test013,test,T0,trial10,995.874758246379,item2
sub-test013,test,T0,trial11,995.874758246379,item3
sub-test013,test,T0,trial12,995.874758246379,item3
sub-test013,test,T0,trial13,1005.874758246379,item3
sub-test013,test,T0,trial14,1005.874758246379,item3
sub-test013,test,T0,trial15,1005.874758246379,item3
sub-test013,test,T0,trial16,1015.874758246379,item4
sub-test013,test,T0,trial17,1015.874758246379,item4
sub-test013,test,T0,trial18,1015.874758246379,item4
sub-test013,test,T0,trial19,1025.8747582463789,item4
sub-test013,test,T0,trial20,1045.8747582463789,item4
sub-test013,test,T1,trial1,704.2132867817716,item1
sub-test013,test,T1,trial2,704.2132867817716,item1
sub-test013,test,T1,trial3,714.2132867817716,item1
sub-test013,test,T1,trial4,714.2132867817716,item1
sub-test013,test,T1,trial5,714.2132867817716,item1
sub-test013,test,T1,trial6,724.2132867817716,item2
sub-test013,test,T1,trial7,724.2132867817716,item2
sub-test013,test,T1,trial8,724.2132867817716,item2
sub-test013,test,T1,trial9,724.2132867817716,item2
sub-test013,test,T1,trial10,734.2132867817716,item2
sub-test013,test,T1,trial11,734.2132867817716,item3
sub-test013,test,T1,trial12,734.2132867817716,item3
sub-test013,test,T1,trial13,744.2132867817716,item3
sub-test013,test,T1,trial14,744.2132867817716,item3
sub-test013,test,T1,trial15,744.2132867817716,item3
sub-test013,test,T1,trial16,754.2132867817716,item4
sub-test013,test,T1,trial17,754.2132867817716,item4
sub-test013,test,T1,trial18,754.2132867817716,item4
sub-test013,test,T1,trial19,764.2132867817716,item4
sub-test013,test,T1,trial20,784.2132867817716,item4
sub-control014,control,T0,trial1,945.9619056653122,item1
sub-control014,control,T0,trial2,945.9619056653122,item1
sub-control014,control,T0,trial3,955.9619056653122,item1
sub-control014,control,T0,trial4,955.9619056653122,item1
sub-control014,control,T0,trial5,955.9619056653122,item1
sub-control014,control,T0,trial6,965.9619056653122,item2
sub-control014,control,T0,trial7,965.9619056653122,item2
sub-control014,control,T0,trial8,965.9619056653122,item2
sub-control014,control,T0,trial9,965.9619056653122,item2
sub-control014,control,T0,trial10,975.9619056653122,item2
sub-control014,control,T0,trial11,975.9619056653122,item3
sub-control014,control,T0,trial12,975.9619056653122,item3
sub-control014,control,T0,trial13,985.9619056653122,item3
sub-control014,control,T0,trial14,985.9619056653122,item3
sub-control014,control,T0,trial15,985.9619056653122,item3
sub-control014,control,T0,trial16,995.9619056653122,item4
sub-control014,control,T0,trial17,995.9619056653122,item4
sub-control014,control,T0,trial18,995.9619056653122,item4
sub-control014,control,T0,trial19,1005.9619056653122,item4
sub-control014,control,T0,trial20,1025.9619056653123,item4
sub-control014,control,T1,trial1,842.5749591676351,item1
sub-control014,control,T1,trial2,842.5749591676351,item1
sub-control014,control,T1,trial3,852.5749591676351,item1
sub-control014,control,T1,trial4,852.5749591676351,item1
sub-control014,control,T1,trial5,852.5749591676351,item1
sub-control014,control,T1,trial6,862.5749591676351,item2
sub-control014,control,T1,trial7,862.5749591676351,item2
sub-control014,control,T1,trial8,862.5749591676351,item2
sub-control014,control,T1,trial9,862.5749591676351,item2
sub-control014,control,T1,trial10,872.5749591676351,item2
sub-control014,control,T1,trial11,872.5749591676351,item3
sub-control014,control,T1,trial12,872.5749591676351,item3
sub-control014,control,T1,trial13,882.5749591676351,item3
sub-control014,control,T1,trial14,882.5749591676351,item3
sub-control014,control,T1,trial15,882.5749591676351,item3
sub-control014,control,T1,trial16,892.5749591676351,item4
sub-control014,control,T1,trial17,892.5749591676351,item4
sub-control014,control,T1,trial18,892.5749591676351,item4
sub-control014,control,T1,trial19,902.5749591676351,item4
sub-control014,control,T1,trial20,922.5749591676351,item4
